# Thai Wordnet	tha	http://th.asianwordnet.org/	wordnet 
00010276-r	lemma	ผิด
00010385-a	lemma	ที่กินมากเกิน
00010435-v	lemma	ทำตัว
00010435-v	lemma	ประพฤติตัว
00010435-v	lemma	มีความประพฤติ
00010435-v	lemma	มีพฤติกรรม
00010466-r	lemma	อย่างเต็มที่
00010537-a	lemma	ที่ทรมานจากการกินมากเกิน
00010726-a	lemma	จอมเขมือบ
00010759-r	lemma	แต่สุดท้ายก็
00010914-r	lemma	สุดท้าย
00011093-r	lemma	ดี
00011160-a	lemma	ตะกละ
00011327-a	lemma	ตะกละเหมือนหมู
00011327-a	lemma	เหมือนหมู
00011361-v	lemma	ทำให้พอใจ
00011516-r	lemma	แย่มาก
00011551-v	lemma	ทำด้วยความมั่นใจ
00011665-a	lemma	ตะกละตะกราม
00011698-v	lemma	แสดงความหยาบคาย
00011757-a	lemma	ที่เป็นนามธรรม
00011757-a	lemma	นามธรรม
00011852-v	lemma	มองโลกในแง่ดี
00011916-r	lemma	ด้วยความยากลำบาก
00011982-v	lemma	ต้มตุ๋น
00012129-r	lemma	ด้วยอารมณ์ขัน
00012137-v	lemma	คุกคาม
00012267-v	lemma	สร้าง
00012286-r	lemma	อย่างเลวร้าย
00012362-a	lemma	ทางคอนเซ็ปต์
00012434-v	lemma	ทำตัวกร่าง
00012613-v	lemma	เฉยชา
00012613-v	lemma	เย็นชา
00012753-v	lemma	หมกหมุ่น
00012753-v	lemma	หยาบช้า
00012779-r	lemma	อย่างทั้งหมด
00012854-v	lemma	แสดงความโรแมนติค
00012854-v	lemma	โรแมนติค
00012944-v	lemma	ทำด้วยความรู้สึกท่วมท้น
00013092-r	lemma	ด้วยความเห็นพ้อง
00013160-a	lemma	เป็นรูปธรรม
00013172-v	lemma	ทำพลาดอย่างโง่ๆ
00013328-v	lemma	ทำเล่นๆ
00013429-r	lemma	อย่างเหมาะสม
00013442-a	lemma	บนพื้นฐานความจริง
00013615-v	lemma	เล่นละคร
00013615-v	lemma	เล่นละครตบตา
00013615-v	lemma	แกล้งทำ
00013615-v	lemma	แสร้งทำ
00013626-r	lemma	อย่างสุขสบาย
00013662-a	lemma	ที่แท้จริง
00013793-r	lemma	เป็นประโยชน์
00013858-v	lemma	ทำตัวเป็นหุ่นเชิด
00013887-a	lemma	อุดมสมบูรณ์
00014014-r	lemma	สู่ความเสียเปรียบ
00014034-v	lemma	สั่น
00014201-v	lemma	หนาวสั่น
00014285-r	lemma	อย่างสูง
00014405-v	lemma	พักผ่อน
00014490-a	lemma	ซึ่งมีมากมายก่ายกอง
00014549-v	lemma	อยู่เฉยไม่ได้
00014616-r	lemma	ดี
00014738-r	lemma	แย่
00014742-v	lemma	นอน
00014742-v	lemma	นอนหลับ
00014742-v	lemma	บรรทม
00014742-v	lemma	หลับ
00014858-a	lemma	มากมาย
00014882-r	lemma	ด้วยความรอบคอบ
00015007-r	lemma	ดี
00015097-a	lemma	ซึ่งได้มาง่าย
00015135-r	lemma	อย่างเต็มที่
00015247-a	lemma	อุดมสมบูรณ์
00015303-v	lemma	สัปหงก
00015303-v	lemma	เคลิ้ม
00015303-v	lemma	เคลิ้มหลับ
00015388-n	lemma	สัตว์
00015388-n	lemma	สัตว์ป่า
00015388-n	lemma	สัตว์เดียรัจฉาน
00015388-n	lemma	สิ่งมีชีวิต
00015388-n	lemma	เดียรัจฉาน
00015471-r	lemma	อย่างน่าพอใจ
00015471-r	lemma	โอเค
00015480-a	lemma	หนาเตอะ
00015498-v	lemma	งีบ
00015498-v	lemma	งีบหลับ
00015589-a	lemma	มากเกิน
00015713-v	lemma	หลับยาว
00015720-a	lemma	มากเกินไป
00015720-a	lemma	เยอะเกินไป
00015806-v	lemma	นอนดึก
00015854-a	lemma	ที่มีอยู่มากมาย
00015860-r	lemma	อย่างประสบผลสำเร็จ
00015946-v	lemma	จำศีล
00015953-r	lemma	หนัก
00015953-r	lemma	อย่างรุนแรง
00015953-r	lemma	อย่างร้ายแรง
00016005-a	lemma	ขึ้นลาม
00016135-a	lemma	รกทึบ
00016183-v	lemma	จำศีลฤดูร้อน
00016240-r	lemma	อย่างมาก
00016247-a	lemma	มากมายก่ายกอง
00016350-a	lemma	ที่เต็มไปด้วย
00016380-v	lemma	สะลึมสะลือ
00016380-v	lemma	เคลิ้ม
00016458-r	lemma	สาหัส
00016532-a	lemma	อย่างหนัก
00016532-a	lemma	ไหลแรง
00016573-v	lemma	สัปหงก
00016647-a	lemma	ซึ่งเขียวขจี
00016678-r	lemma	อย่างซุกซน
00016678-r	lemma	อย่างดื้อรั้น
00016702-v	lemma	นอนคอพับ
00016756-a	lemma	ขาดแคลน
00016855-v	lemma	หลับเป็นตาย
00016950-r	lemma	อย่างเลวร้าย
00017024-a	lemma	หายาก
00017031-v	lemma	กรน
00017031-v	lemma	นอนกรน
00017077-r	lemma	แย่มาก
00017222-n	lemma	พฤกษชาติ
00017222-n	lemma	พืช
00017241-r	lemma	แย่ที่สุด
00017282-v	lemma	เคลิ้มหลับ
00017352-a	lemma	นิสัยเสีย
00017509-a	lemma	ที่ถูกทารุณ
00017531-v	lemma	เข้านอน
00017639-r	lemma	ยังคง
00017674-v	lemma	นอน
00017674-v	lemma	นอนหลับ
00017688-a	lemma	ไม่ได้ถูกทารุณ
00017782-a	lemma	ที่น่าพอใจ
00017865-v	lemma	นอน
00017865-v	lemma	เข้านอน
00017881-r	lemma	ขณะที่
00018069-a	lemma	ซึ่งฝากธนาคารได้
00018158-v	lemma	ตื่น
00018158-v	lemma	ตื่นนอน
00018158-v	lemma	ตื่นบรรทม
00018158-v	lemma	ตื่นพระบรรทม
00018158-v	lemma	ลุกขึ้น
00018222-a	lemma	ไม่มีที่ติ
00018405-v	lemma	ปลุก
00018435-a	lemma	คัดค้านไม่ได้
00018435-a	lemma	ไม่สามารถคัดค้านได้
00018526-v	lemma	ตื่น
00018526-v	lemma	รู้สึกตัว
00018526-v	lemma	ลุกขึ้น
00018584-a	lemma	ซึ่งไม่เป็นที่ยอมรับ
00018813-v	lemma	ทำให้ตื่น
00018813-v	lemma	ปลุก
00018850-a	lemma	ที่ต้องคัดค้าน
00018850-a	lemma	ที่เป็นสาเหตุให้คัดค้าน
00019046-n	lemma	สิ่งมีชีวิตตามธรรมชาติ
00019128-n	lemma	วัตถุธรรมชาติ
00019131-a	lemma	ที่สามารถเข้าได้
00019182-v	lemma	ปลุกอีกครั้ง
00019273-v	lemma	ทำให้หลับ
00019339-r	lemma	ตลอดเวลา
00019349-a	lemma	ที่เข้าถึงได้ง่าย
00019448-v	lemma	มีผลต่อ
00019448-v	lemma	ส่งผลต่อ
00019505-a	lemma	ซึ่งเข้าถึงได้
00019613-n	lemma	สาร
00019792-v	lemma	เข้าเล่นงาน
00019874-a	lemma	เข้าถึงได้ยาก
00019874-a	lemma	ไม่สามารถเข้าถึง
00019982-v	lemma	เป็นแผลเปื่อย
00020019-r	lemma	โดยคาดคะเน
00020090-n	lemma	สาร
00020133-v	lemma	ตื่นตัว
00020241-a	lemma	ซึ่งไม่มีเส้นทางตัดผ่าน
00020259-v	lemma	ไม่นอน
00020259-v	lemma	ไม่หลับไม่นอน
00020280-r	lemma	อย่างไม่มีหยุด
00020449-v	lemma	ไม่หลับไม่นอน
00020476-r	lemma	อย่างสม่ำเสมอ
00020476-r	lemma	อย่างไม่เปลี่ยนแปลง
00020647-a	lemma	ซึ่งเข้าถึงไม่ได้
00020671-v	lemma	สะกดจิต
00020759-r	lemma	ไม่เคย
00020787-a	lemma	โอนอ่อนผ่อนตาม
00020827-n	lemma	วัตถุ
00020827-n	lemma	สสาร
00020926-v	lemma	เสก
00021065-v	lemma	ทำให้สลบ
00021065-v	lemma	ทำให้หมดสติ
00021065-v	lemma	วางยาสลบ
00021110-a	lemma	ที่มีใจเอื้อเฟื้อ
00021110-a	lemma	ที่เอาอกเอาใจ
00021212-r	lemma	บางครั้ง
00021265-n	lemma	สารอาหาร
00021265-n	lemma	อาหาร
00021403-a	lemma	ซึ่งไม่เต็มใจ
00021554-v	lemma	ทำให้ชาด้วยอีเธอร์
00021592-a	lemma	ที่ไม่ช่วยเหลือ
00021592-a	lemma	ที่ไม่ให้ความร่วมมือ
00021679-v	lemma	ฉีดโคเคน
00021702-r	lemma	บ้างครั้ง
00021734-n	lemma	สารอาหาร
00021766-a	lemma	เที่ยงตรง
00021826-v	lemma	ทำให้ชาด้วยคลอโรฟอร์ม
00021939-n	lemma	สิ่งของ
00021939-n	lemma	สิ่งที่มนุษย์ประดิษฐ์ขึ้น
00021939-n	lemma	สิ่งประดิษฐ์
00021997-v	lemma	ทำให้ชาด้วยความเย็น
00022099-v	lemma	ทำให้หวนนึกถึง
00022131-r	lemma	อย่างเท่าเทียมกัน
00022219-a	lemma	ที่เหมือนต้นฉบับ
00022219-a	lemma	ที่ใกล้เคียงของเิดิม
00022316-v	lemma	วางยาสลบ
00022401-r	lemma	นานมาแล้ว
00022680-a	lemma	ไฮไฟ
00022686-v	lemma	กระตุ้น
00022686-v	lemma	ทำให้สดชื่น
00022717-r	lemma	อยู่บ้าง
00022829-r	lemma	อย่างใช้ได้จริง
00022852-a	lemma	เฉียบขาด
00022852-a	lemma	แม่นยำ
00022903-n	lemma	ของ
00022962-a	lemma	ตามความเป็นจริง
00023074-r	lemma	ในระดับหนึ่ง
00023100-n	lemma	ลักษณะทางจิต
00023120-a	lemma	เที่ยงตรง
00023120-a	lemma	แน่นอน
00023120-a	lemma	แม่นยำ
00023244-v	lemma	ลดพลังงาน
00023263-r	lemma	อย่างขัดแย้ง
00023271-n	lemma	ความรู้
00023278-a	lemma	ซึ่งถูกต้อง
00023380-v	lemma	ฉีดด้วยสารกระตุ้นทางเพศ
00023383-a	lemma	ไม่แม่นยำ
00023473-v	lemma	สดชื่น
00023574-r	lemma	โดยธรรมเ่นียมนิยม
00023646-v	lemma	สลบ
00023646-v	lemma	เป็นลม
00023854-a	lemma	ซึ่งมีข้อผิดพลาด
00023868-v	lemma	หมดสติ
00024047-v	lemma	รู้สึกตัว
00024073-r	lemma	ไม่
00024139-a	lemma	ซึ่งไม่น่าเชื่อถือ
00024241-a	lemma	ซึ่งไม่เข้าเป้า
00024264-n	lemma	คุณลักษณะ
00024264-n	lemma	คุณลักษณ์
00024264-n	lemma	ลักษณะ
00024279-v	lemma	ให้ชีวิตใหม่
00024356-r	lemma	ไม่
00024417-a	lemma	เคยชิน
00024587-r	lemma	ไม่
00024649-v	lemma	คืนความสดชื่น
00024649-v	lemma	ทำให้สดชื่นอีกครั้ง
00024682-r	lemma	ไม่เลย
00024720-n	lemma	ภาวะ
00024720-n	lemma	สถานะ
00024720-n	lemma	สภาพ
00024720-n	lemma	สภาวะ
00024814-v	lemma	คืนความสดชื่น
00024814-v	lemma	รู้สึกสดชื่น
00024814-v	lemma	สดชื่น
00024834-a	lemma	ไม่คุ้นเคย
00024996-a	lemma	ใหม่
00025034-v	lemma	ล้างหน้า
00025034-v	lemma	ล้างหน้าล้างตา
00025138-a	lemma	ไม่คุ้นเคย
00025144-r	lemma	อย่างรุนแรง
00025144-r	lemma	อย่างสุดขีด
00025203-v	lemma	ทำให้ตึงเครียด
00025238-a	lemma	ซึ่งเป็นกรด
00025290-r	lemma	ที่ไหนก็ตาม
00025290-r	lemma	ทุกแห่ง
00025464-r	lemma	ไม่ว่าที่ไหนก็ตาม
00025470-a	lemma	กรด
00025470-a	lemma	ที่เป็นกรด
00025510-v	lemma	บิด
00025510-v	lemma	เคล็ดขัดยอก
00025633-a	lemma	เกิดเป็นกรด
00025633-a	lemma	ให้กรด
00025654-v	lemma	ทำให้ผ่อนคลาย
00025654-v	lemma	ทำให้รู้สึกผ่อนคลาย
00025728-a	lemma	ด่าง
00025728-a	lemma	เป็นแอลคาไล
00025728-r	lemma	ทุกหนทุกแห่ง
00025985-v	lemma	ผ่อนคลาย
00026051-a	lemma	ซึ่งกลายเป็นอัลคาไลน์
00026153-v	lemma	รู้สึกเครียด
00026153-v	lemma	เครียด
00026168-a	lemma	ซึ่งเป็นพื้นฐาน
00026192-n	lemma	ความรู้สึก
00026192-n	lemma	ฟิลลิ่ง
00026192-n	lemma	อารมณ์ความรู้สึก
00026294-a	lemma	เกิดเป็นด่าง
00026385-v	lemma	ผ่อนคลาย
00026388-a	lemma	ที่เหมือนเกลือ
00026515-a	lemma	ที่เป็นได้ทั้งกรดและเบส
00026571-r	lemma	อย่างไรก็ตาม
00026706-a	lemma	งอกงามในสภาพกรด
00026734-v	lemma	อยู่เฉยๆ
00026895-a	lemma	ที่เติบโตในสภาพกรดปานกลาง
00026941-v	lemma	นั่งเอนหลัง
00027064-v	lemma	วอร์ม
00027064-v	lemma	วอร์มร่างกาย
00027064-v	lemma	วอร์มอัพ
00027064-v	lemma	อบอุ่นร่างกาย
00027074-a	lemma	ที่ชอบอัลคาไลน์
00027167-n	lemma	ขอบเขต
00027167-n	lemma	ตำแหน่ง
00027247-a	lemma	เป็นที่รับรู้
00027258-r	lemma	ไม่ว่าด้วยวิธีใดก็ตาม
00027268-v	lemma	ยืด
00027268-v	lemma	เหยียด
00027384-r	lemma	ยิ่งไปกว่านั้น
00027384-r	lemma	อย่างไรก็ตาม
00027570-v	lemma	จับหิ้วปีก
00027599-a	lemma	เป็นที่ยอมรับ
00027705-v	lemma	ยืดออก
00027705-v	lemma	เหยียด
00027705-v	lemma	เหยียดออก
00027795-r	lemma	ตราบจนกระทั่งบัดนี้
00027807-n	lemma	ทรง
00027807-n	lemma	รูป
00027807-n	lemma	รูปทรง
00027833-a	lemma	ซึ่งรับสารภาพ
00027918-r	lemma	ยังคง
00028008-a	lemma	ซึ่งยอมรับโดยไม่มีการพิสูจน์
00028010-v	lemma	เหยียดจนสุด
00028167-v	lemma	ชะเง้อ
00028181-a	lemma	ที่ต้องเปิดเผย
00028181-a	lemma	ที่ต้องแจ้ง
00028270-n	lemma	กาล
00028270-n	lemma	กาลเวลา
00028270-n	lemma	เวลา
00028270-n	lemma	ไทม์
00028362-v	lemma	ทำให้กระปรี้กระเปร่า
00028565-v	lemma	ยิ้ม
00028565-v	lemma	แย้มพระโอษฐ์
00028651-n	lemma	พื้นที่
00028672-a	lemma	ไม่ได้เป็นทีรู้กัน
00028867-a	lemma	ที่ถูกมองข้าม
00028876-v	lemma	ยิ้มมีลักยิ้ม
00028876-v	lemma	อมยิ้ม
00028923-r	lemma	อย่างไม่สนใจ
00028984-a	lemma	ซึ่งปิดเป็นความลับ
00029007-n	lemma	เนื้อที่ว่างสัมบูรณ์
00029025-v	lemma	ยิ้มยิงฟัน
00029025-v	lemma	ยิ้มแฉ่ง
00029037-r	lemma	นอกจากนี้
00029108-a	lemma	ซึ่งไม่สารภาพผิด
00029114-n	lemma	เฟสสเปซ
00029214-v	lemma	ยิ้มแป้น
00029214-v	lemma	ยิ้มแย้ม
00029216-a	lemma	ซึ่งจำไม่ได้
00029336-v	lemma	ยิ้มแหยๆ
00029343-a	lemma	ละโมบ
00029343-a	lemma	ละโมบโลภมาก
00029343-a	lemma	โลภ
00029367-r	lemma	นอกจากนี้
00029378-n	lemma	เรื่อง
00029378-n	lemma	เหตุการณ์
00029518-v	lemma	ยิ้มเยาะ
00029630-v	lemma	หัวเราะเสียงแหบพร่า
00029639-r	lemma	ไกลออกไป
00029677-n	lemma	กระบวนการ
00029677-n	lemma	กระบวนการทางกายภาพ
00029742-v	lemma	หัวเราะเสียงกึกก้อง
00029836-v	lemma	หัวเราะลั่น
00029933-a	lemma	โลภ
00029985-r	lemma	กว้างขวางออกไป
00030010-v	lemma	หัวเราะหึๆ
00030010-v	lemma	หัวเราะเบาๆ
00030142-v	lemma	หัวร่อต่อกระซิก
00030142-v	lemma	หัวเราะคิกคัก
00030142-v	lemma	หัวเราะคิกๆ
00030358-n	lemma	การกระทำของคน
00030358-n	lemma	การกระทำของมนุษย์
00030366-v	lemma	หัวเราะท้องคัดท้องแข็ง
00030463-v	lemma	อ่อนแอทั้งกายและใจ
00030508-a	lemma	หวงของ
00030647-v	lemma	ทรุด
00030654-r	lemma	ไกลที่สุด
00030701-a	lemma	ที่ปล้นมา
00030798-a	lemma	ซึ่งกินเนื้อเป็นอาหาร
00030853-v	lemma	ทรุดฮวบ
00031068-v	lemma	ตะคริวกิน
00031068-v	lemma	เป็นตะคริว
00031068-v	lemma	เป็นตะคิว
00031138-a	lemma	โลภ
00031181-v	lemma	เป็นตะคริว
00031214-r	lemma	โดยเปล่าประโยชน์
00031264-n	lemma	กรุป
00031264-n	lemma	กลุ่ม
00031264-n	lemma	พวก
00031264-n	lemma	หมู่
00031264-n	lemma	เหล่า
00031277-v	lemma	ล้มลง
00031418-v	lemma	หัวเราะก๊าก
00031515-r	lemma	ไม่
00031533-a	lemma	ไม่ต้องการ
00031533-a	lemma	ไม่ละโมบ
00031540-v	lemma	หัวเราะก๊าก
00031606-r	lemma	ตั้งแต่เดี๋ยวนี้
00031663-v	lemma	กลั้นหัวเราะ
00031674-a	lemma	ซึ่งงอกสู่จุดยอด
00031798-r	lemma	แล้ว
00031820-v	lemma	ทรงพระสรวล
00031820-v	lemma	หัวร่อ
00031820-v	lemma	หัวเราะ
00031921-n	lemma	ความสัมพันธ์
00031921-n	lemma	รีเลชัน
00031974-a	lemma	คล่องแคล่ว
00031974-a	lemma	มีพลัง
00031974-a	lemma	แอคทีฟ
00032180-r	lemma	อย่างดีเยี่ยม
00032180-r	lemma	อย่างน่าพิศวง
00032297-v	lemma	หัวเราะจนตัวสั่น
00032299-r	lemma	โคตร
00032299-r	lemma	โครต
00032414-v	lemma	หัวเราะเสียงดัง
00032539-v	lemma	ยิ้มเยาะ
00032613-n	lemma	สิ่งที่ครอบครอง
00032705-r	lemma	ระยำ
00032733-a	lemma	ว่องไว
00032778-v	lemma	ยิ้มหยัน
00032778-v	lemma	ยิ้มเยาะ
00032778-v	lemma	หัวเราะเยาะ
00032823-n	lemma	ความสัมพันธ์ทางสังคม
00032981-v	lemma	ทำหน้าบึ้ง
00032981-v	lemma	ทำหน้าบูด
00033020-n	lemma	สิ่งที่ใช้ติดต่อสื่อสาร
00033077-a	lemma	ที่น่าตื่นเต้น
00033077-a	lemma	น่าตื่นเต้น
00033203-v	lemma	ถลึงตา
00033203-v	lemma	ถลึงตาใส่
00033206-a	lemma	ซึ่งอยู่ไม่นิ่ง
00033406-v	lemma	จ้อง
00033406-v	lemma	จ้องมอง
00033421-r	lemma	อย่างฉับพลัน
00033421-r	lemma	โดยทันที
00033475-a	lemma	ที่เหมาะกับกีฬา
00033574-a	lemma	ซึ่งอยู่เฉยๆ
00033599-v	lemma	ดู
00033615-n	lemma	จำนวน
00033615-n	lemma	ปริมาณ
00033663-r	lemma	นิดหน่อย
00033663-r	lemma	เล็กน้อย
00033663-r	lemma	เล็กๆน้อยๆ
00033852-v	lemma	หน้าบึ้ง
00033886-a	lemma	ซึ่งอยู่ประจำสำนักงาน
00033922-r	lemma	ในไม่ช้า
00033955-v	lemma	ยักไหล่
00034032-a	lemma	ที่หยุดชั่วคราว
00034115-v	lemma	ตบมือ
00034213-n	lemma	ปรากฏการณ์
00034232-a	lemma	เฉื่อยผิดปกติ
00034288-v	lemma	ทำหน้า
00034288-v	lemma	ทำหน้าทำตา
00034288-v	lemma	ปั้นหน้า
